level_0,index,Category_L1,Category_L2,Category_L3,Category_L4,Category_L4_includefeed,Category_L0,Material_Group,Material,Material_Description,Text,Vendor_Country,Vendor_Name,Vendor_Code,Vendor_City,Vendor_Latitude,Vendor_Longitude,Plant_Country,Plant_Code,Plant_Name,Base_Unit_of_Measure,Converted_units,Fiscal_Year,Quantity,Product_weight_in_tonnes,Municipality,Conversion_name,Conversion_factor,Category_L4_LCA,LCA_match,LCA_match_animal_husbandry,Locally_sourced_update,Fabio_source_commodity,Harvest_Country,Converted crop weight (tonnes),unique_id_x,Global Warming Potential (kg CO2-Eq),Air Pollution (kg PM2.5-Eq),Land Use (m2),Water Pollution (kg P eq),Land Transformation (m2),Soil Pollution (kg SO2 eq),Water Use (m3)
679,679,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,MUSTAFA BOZKUŞ,5036931,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,9635,9.635,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,13.47353482,grape//[RoW] grape production,1647.197703,3.948688851,4573.977412,0.7114270931,0.08565283862,9.434013464,1413.060139
680,680,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200026,GAMAY ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,MUSTAFA DEMİR (HASAN),5028899,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,9850,9.85,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,13.77418973,grape//[RoW] grape production,1683.954061,4.036801783,4676.043333,0.7273022177,0.08756413704,9.644528554,1444.591839
681,681,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,MUSTAFA EREKLİ,5016210,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,16630,16.63,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,23.25530712,grape//[RoW] grape production,2843.061526,6.815432858,7894.680267,1.227922424,0.1478367106,16.28309745,2438.940333
682,682,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200020,EMİR ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,MUSTAFA EVRAN,5041550,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4334,4.334,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,6.060643479,grape//[RoW] grape production,740.9397867,1.776192784,2057.459066,0.3200129758,0.0385282203,4.243592564,635.6204092
683,683,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200069,MİSKET ŞARAPLIK YAŞ ÜZÜM,N/A,TR,MUSTAFA GART,5041344,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6370,6.37,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,8.907775488,grape//[RoW] grape production,1089.013946,2.610601762,3023.999597,0.4703467134,0.05662777187,6.237121512,934.2182756
684,684,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200053,SAUVIGNON BLANC ŞARAPLIK YAŞ ÜZÜM 1,N/A,TR,MUSTAFA IHLAMUR,5003323,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,7620,7.62,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,10.65576911,grape//[RoW] grape production,1302.7137,3.122886252,3617.406111,0.5626439491,0.06773997201,7.461046455,1117.542113
685,685,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,MUSTAFA KAPLAN,5041106,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,12518,12.518,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,17.50510731,grape//[RoW] grape production,2140.074815,5.130221799,5942.610197,0.9243014376,0.111282017,12.25687395,1835.878238
686,686,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,MUSTAFA KARACA,5004624,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,5046,5.046,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,7.056300645,grape//[RoW] grape production,862.6631665,2.06799003,2395.463417,0.3725854813,0.04485772949,4.940740212,740.041667
687,687,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,MUSTAFA KAVAKLI,5041431,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,54550,54.55,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,76.28244158,grape//[RoW] grape production,9325.85726,22.35609515,25896.26029,4.027851368,0.4849364138,53.41208453,8000.252266
688,688,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200069,MİSKET ŞARAPLIK YAŞ ÜZÜM,N/A,TR,MUSTAFA KAVAKLI,5041431,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,16556,16.556,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,23.1518259,grape//[RoW] grape production,2830.4105,6.785105616,7859.550601,1.222458428,0.1471788683,16.21064109,2428.087562
689,689,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,MUSTAFA KIRAN,5004983,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2835,2.835,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.96444953,grape//[RoW] grape production,484.6710418,1.161861224,1345.845974,0.2093301307,0.0252024699,2.775861772,415.7784633
690,690,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,MUSTAFA KOÇ,5041462,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1355,1.355,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1.894825084,grape//[RoW] grape production,231.6505332,0.5553163874,643.2526615,0.1000502035,0.01204562494,1.326734639,198.7230398
691,691,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,MUSTAFA KÖŞEN,5026579,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4160,4.16,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,5.817322767,grape//[RoW] grape production,711.192781,1.704882783,1974.85688,0.3071652006,0.03698140204,4.073222212,610.101731
692,692,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,MUSTAFA KOYUNCU,5041478,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2774,2.774,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.879147442,grape//[RoW] grape production,474.2424938,1.136861741,1316.887737,0.2048260256,0.02466019453,2.716134234,406.8322601
693,693,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,MUSTAFA KOZAN,5026554,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2216,2.216,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.09884309,grape//[RoW] grape production,378.8469237,0.9081779443,1051.991069,0.1636245395,0.01969970839,2.16977414,324.996499
694,694,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,MUSTAFA KOZAN,5026554,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1164,1.164,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1.627731659,grape//[RoW] grape production,198.9972108,0.4770393173,552.5801461,0.08594718593,0.01034768076,1.139718907,170.7111574
695,695,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100400087,SUMALIK YAŞ ÜZÜM,N/A,TR,MUSTAFA MUTLU,5041531,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,5740,5.74,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,8.026786703,grape//[RoW] grape production,981.3092699,2.352410379,2724.922714,0.4238289065,0.05102722301,5.62026334,841.8230616
696,696,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,MUSTAFA SAİT ŞENTÜRK,5030699,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,10150,10.15,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,14.19370819,grape//[RoW] grape production,1735.242002,4.159750061,4818.460896,0.7494535542,0.09023106508,9.93827054,1488.58956
697,697,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200069,MİSKET ŞARAPLIK YAŞ ÜZÜM,N/A,TR,MUSTAFA SAİT ŞENTÜRK,5030699,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,5633,5.633,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,7.877158449,grape//[RoW] grape production,963.016571,2.308558827,2674.127116,0.4159282632,0.05007601868,5.515495365,826.1305411
698,698,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100400087,SUMALIK YAŞ ÜZÜM,N/A,TR,MUSTAFA SARI,2011957,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,980040,980.04,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1370.482934,grape//[RoW] grape production,167547.4454,401.6474334,465249.6962,72.36398634,8.712320494,959.5963212,143731.7549
699,699,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200026,GAMAY ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,MUSTAFA SOLAK,5004473,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1773,1.773,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,2.479354151,grape//[RoW] grape production,303.1117309,0.7266243209,841.6877999,0.1309143992,0.01576154467,1.73601514,260.026531
700,700,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,MUSTAFA SOLAK - HALİL,5013682,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,7305,7.305,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,10.21527472,grape//[RoW] grape production,1248.861362,2.993790561,3467.86767,0.5393850457,0.06493969757,7.152617369,1071.344506
701,701,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200018,SULTANİYE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,MUSTAFA SOLAK - HALİL,5013682,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,5364,5.364,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,7.500990222,grape//[RoW] grape production,917.0283839,2.198315204,2546.426034,0.396065898,0.04768467321,5.252106717,786.6792513
702,702,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200033,ÖKÜZGÖZÜ ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,MUSTAFA SOLAK - HALİL,5013682,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1172,1.172,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1.638918818,grape//[RoW] grape production,200.3648893,0.480317938,556.3779478,0.08653788823,0.01041879884,1.147552027,171.88443
703,703,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,MUSTAFA TÜRKYILMAZ,5040893,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,7531,7.531,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,10.53131196,grape//[RoW] grape production,1287.498277,3.086411597,3575.155568,0.5560723859,0.06694878336,7.373902999,1104.489456
704,704,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200020,EMİR ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,MUSTAFA UYUMAZ,5040925,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,14560,14.56,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,20.36062969,grape//[RoW] grape production,2489.174733,5.967089742,6911.999079,1.075078202,0.1294349071,14.25627774,2135.356059
705,705,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100300003,KARASAKIZ ŞARAPLIK YAŞ ÜZÜM,N/A,TR,MUSTAFA YILMAZ,5040710,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4658,4.658,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,6.513723426,grape//[RoW] grape production,796.3307629,1.908976924,2211.270035,0.3439364193,0.04140850257,4.560833909,683.1379479
706,706,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100300003,KARASAKIZ ŞARAPLIK YAŞ ÜZÜM,N/A,TR,MUSTAFA YILMAZ - NİYAZİ,5032600,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4952,4.952,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,6.924851525,grape//[RoW] grape production,846.592945,2.029466236,2350.839247,0.3656447291,0.04402209204,4.848701056,726.2557144
707,707,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,MUTEBER AYHAN,5040840,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6054,6.054,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,8.4658827,grape//[RoW] grape production,1034.990648,2.481096243,2873.98643,0.4470139722,0.05381860768,5.927713286,887.8740095
708,708,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200018,SULTANİYE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,MUTEBER AYHAN,5040840,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4101,4.101,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,5.734817468,grape//[RoW] grape production,701.1061526,1.680702955,1946.848092,0.302808771,0.03645690619,4.015452954,601.4488459
709,709,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100400096,SULTANİYE SUMALIK YAŞ ÜZÜM,N/A,TR,MUZAFFER ÇAKIR,5039631,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4400,4.4,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,6.152937542,grape//[RoW] grape production,752.2231337,1.803241406,2088.79093,0.3248862698,0.03911494447,4.308215801,645.2999078
710,710,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,MUZAFFER KUNT,5037601,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,5720,5.72,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,7.998818805,grape//[RoW] grape production,977.8900738,2.344213827,2715.42821,0.4223521508,0.05084942781,5.600680541,838.8898802
711,711,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,MUZAFFER KUNT,5037601,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3524,3.524,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.927943614,grape//[RoW] grape production,602.4623462,1.444232435,1672.931645,0.260204367,0.03132751461,3.4504892,516.8265625
712,712,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500016,SAUVIGNON BLANC ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,MUZAFFER KUNT,5037601,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1080,1.08,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1.510266488,grape//[RoW] grape production,184.6365874,0.4426137995,512.7032284,0.07974481168,0.009600940914,1.057471151,158.3917956
713,713,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,MUZAFFER YORMAZ,5036695,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,17729,17.729,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,24.79214311,grape//[RoW] grape production,3030.946349,7.265833382,8416.403274,1.309070154,0.1576065569,17.35917226,2600.118651
714,714,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,MÜZEYYEN ÇETİNKAYA,5041304,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,15860,15.86,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,22.17854305,grape//[RoW] grape production,2711.422477,6.499865612,7529.141854,1.171067327,0.1409915953,15.52915968,2326.01285
715,715,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,NACİ SAÇAKLI,5041428,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,31125,31.125,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,43.52504114,grape//[RoW] grape production,5321.123872,12.75588381,14775.82221,2.29820117,0.2766937833,30.47573109,4564.763552
716,716,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,NACİ SAÇAKLI,5041428,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6819,6.819,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,9.535654796,grape//[RoW] grape production,1165.774897,2.794614351,3237.151217,0.5034998804,0.06061927416,6.676755351,1000.068198
717,717,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,NADİYE SANDAL,5035787,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3438,3.438,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.807681652,grape//[RoW] grape production,587.7598031,1.408987262,1632.105277,0.2538543172,0.03056299524,3.366283164,504.2138825
718,718,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,NAFİZ BOZÇAOĞLU,5036684,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,8892,8.892,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,12.43452742,grape//[RoW] grape production,1520.174569,3.64418695,4221.25658,0.6565656162,0.07904774686,8.706512477,1304.09245
719,719,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,NAMIK GÖLBAŞI,5013478,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3373,3.373,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.716785984,grape//[RoW] grape production,576.6474159,1.382348468,1601.248138,0.2490548609,0.02998516084,3.302639067,494.681043
720,720,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,NASIF SUNA,5037767,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,10180,10.18,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,14.23566004,grape//[RoW] grape production,1740.370796,4.172044888,4832.702653,0.7516686879,0.09049775788,9.967644739,1492.989332
721,721,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308554,EPURPUR SORGHUM,EPURPUR SORGHUM,UG,NATURE AND GROWTH LTD,1000150798,KAMPALA,0.31667,32.56667,UG,UG1,Uganda Breweries Limited UBL,Kg,Kg,F22,196159,196.16,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Uganda,196.16,"Sorghum grain, at farm/EG Economic",93861.03286,704.2144,183254.3685,75.43801426,1861.967824,657.3615762,44183.16773
722,722,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100300003,KARASAKIZ ŞARAPLIK YAŞ ÜZÜM,N/A,TR,NAZİF DİNÇER,5041543,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3310,3.31,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.628687106,grape//[RoW] grape production,565.8769483,1.35652933,1571.34045,0.2444030803,0.02942510595,3.24095325,485.4415216
723,723,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200020,EMİR ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,NAZİLE ATASEVEN,5041549,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3671,3.671,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,5.133507663,grape//[RoW] grape production,627.5934372,1.504477091,1742.716251,0.2710585219,0.03263430935,3.594422774,538.3854458
724,724,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500016,SAUVIGNON BLANC ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,NAZIM ÇUVLAN,5018147,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1703,1.703,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,2.381466508,grape//[RoW] grape production,291.1445447,0.6979363895,808.4570351,0.125745754,0.01513926146,1.667475343,249.7603961
725,725,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100400087,SUMALIK YAŞ ÜZÜM,N/A,TR,NAZIM GÜNGÖR,5041447,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3080,3.08,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.30705628,grape//[RoW] grape production,526.5561936,1.262268984,1462.153651,0.2274203889,0.02738046113,3.015751061,451.7099355
726,726,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200047,C.SAUVIGNON ŞARAPLIK YAŞ ÜZÜM 1,N/A,TR,NAZMİ KAÇAR,5039023,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,7290,7.29,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,10.19429879,grape//[RoW] grape production,1246.296965,2.987643147,3460.746792,0.5382774789,0.06480635117,7.13793027,1069.14462
