level_0,index,Category_L1,Category_L2,Category_L3,Category_L4,Category_L4_includefeed,Category_L0,Material_Group,Material,Material_Description,Text,Vendor_Country,Vendor_Name,Vendor_Code,Vendor_City,Vendor_Latitude,Vendor_Longitude,Plant_Country,Plant_Code,Plant_Name,Base_Unit_of_Measure,Converted_units,Fiscal_Year,Quantity,Product_weight_in_tonnes,Municipality,Conversion_name,Conversion_factor,Category_L4_LCA,LCA_match,LCA_match_animal_husbandry,Locally_sourced_update,Fabio_source_commodity,Harvest_Country,Converted crop weight (tonnes),unique_id_x,Global Warming Potential (kg CO2-Eq),Air Pollution (kg PM2.5-Eq),Land Use (m2),Water Pollution (kg P eq),Land Transformation (m2),Soil Pollution (kg SO2 eq),Water Use (m3)
3023,3023,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301006031,RAW FLAVO Crnberry Jce Compound J-195167,RAW FLAVO Crnberry Jce Compound J-195167,SG,GIVAUDAN SINGAPORE PTE LTD,1000123477,SINGAPORE,1.455469,103.801071,AU,HG1,Diageo Supply Huntingwood,Kg,Kg,F22,22007,22.01,N/A,Berries TO Berry extract,4.28,Berries,"strawberry//[RoW] strawberry production, open field, macro tunnel",N/A,No,"Fruits, Other",Vietnam,2.702627955,"strawberry//[RoW] strawberry production, open field, macro tunnel",947.3083404,2.627954345,605.9753484,0.2551300492,0.04670259211,6.949983187,107.0796763
3024,3024,Raw Materials,Bought in Liquid,Neutral Spirit,Grain (GNS),,GNS,NEUTRAL SPIRIT (145),148788,Ethanol - Neutral Spirit Molindo,Ethanol - Neutral Spirit Molindo,ID,PT MOLINDO RAYA,1000136777,MALANG,-7.846320346,112.7050021,ID,BI1,LKJ Production Plant,L,LPA,F22,27000,21.02,N/A,GNS TO wheat ID,0.00302,Wheat,"Wheat grain, at farm/RU Economic",N/A,No,Wheat and products,Russia,1.82202952,"Wheat grain, at farm/RU Economic",1037.84136,0.9844504755,6203.323403,0.4083510514,31.07277366,3.252381618,31.65592973
3025,3025,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301011634,RAW Bitter orange SN 000-816-4 Givaudan,RAW Bitter orange SN 000-816-4 Givaudan,CH,GIVAUDAN INTERNATIONAL SA CH DE,1000104735,DUEBENDORF,N/A,N/A,IT,SV2,Santa Vittoria,L,LPA,F22,1443,1.44,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Oranges, Mandarines",South Africa,0.309455587,lemon//[RoW] lemon production,59.75616783,0.1692443551,170.4306407,0.01984960034,0.002377341178,0.9480930693,46.11845392
3026,3026,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301008218,RAW Orange 103722 KERRY 20141972,RAW Orange 103722 KERRY 20141972,IE,KERRY INGREDIENTS AND FLAVOURS LTD,1000090693,NAAS,N/A,N/A,IT,SV2,Santa Vittoria,L,LPA,F22,19037,19.04,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Oranges, Mandarines",South Africa,2.350168449,lemon//[RoW] lemon production,453.8197602,1.285330626,1294.339903,0.1507483025,0.01805477898,7.200317305,350.2477896
3027,3027,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301011554,RAW FLAVO Orange Sevilla 20586492,RAW FLAVO Orange Sevilla 20586492,FR,KERRY INGREDIENTS AND FLAVOURS LTD,1000098407,GRASSE,N/A,N/A,GB,LNB1,Leven - BV,Kg,Kg,F22,1600,1.6,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Oranges, Mandarines",South Africa,0.132982608,lemon//[RoW] lemon production,25.67906794,0.07272951814,73.23930165,0.008529985342,0.001021616811,0.4074248269,19.81852174
3028,3028,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301010425,RAW FLAVO 86AV67 Seville Bitter Orange,RAW FLAVO 86AV67 Seville Bitter Orange,FR,ROBERTET SA,1000089632,GRASSE CEDEX,N/A,N/A,GB,LNB1,Leven - BV,Kg,Kg,F22,6000,6,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Oranges, Mandarines",South Africa,0.498684779,lemon//[RoW] lemon production,96.29650458,0.2727356925,274.6473806,0.03198744497,0.003831063033,1.527843098,74.31945639
3029,3029,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301010428,RAW FLAVO 806230 Orange (natural flavour,RAW FLAVO 806230 Orange (natural flavour,FR,ROBERTET SA,1000089632,GRASSE CEDEX,N/A,N/A,GB,LNB1,Leven - BV,Kg,Kg,F22,1600,1.6,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Oranges, Mandarines",South Africa,0.132982608,lemon//[RoW] lemon production,25.67906794,0.07272951814,73.23930165,0.008529985342,0.001021616811,0.4074248269,19.81852174
3030,3030,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301010409,RAW FLAVO 81BH74 Blood Orange,RAW FLAVO 81BH74 Blood Orange,FR,ROBERTET SA,1000089632,GRASSE CEDEX,N/A,N/A,GB,LNB1,Leven - BV,Kg,Kg,F22,2500,2.5,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Oranges, Mandarines",South Africa,0.207785325,lemon//[RoW] lemon production,40.12354365,0.1136398721,114.4364088,0.0133281021,0.001596276267,0.6366012921,30.96644023
3031,3031,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301012632,RAW FLAVO FLPD Lemon Essence M807281M,RAW FLAVO FLPD Lemon Essence M807281M,US,FLAVOR PRODUCERS INC (ERS),1000106191,WEST HILLS,N/A,N/A,US,LV1,"DrinkPAK, LLC.",L,LPA,F22,7674,7.67,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,3.927818082,lemon//[RoW] lemon production,758.4654031,2.148162987,2163.220121,0.2519444548,0.0301748104,12.0338338,585.3663816
3032,3032,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301010847,RAW FLAVO GIV Lemon IY-057-905-6,RAW FLAVO GIV Lemon IY-057-905-6,CA,GIVAUDAN CANADA CO (ERS),5000037218,TORONTO,N/A,N/A,CA,VF1,Diageo Valleyfield Plant,L,LPA,F22,15840,15.84,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,4.491891414,lemon//[RoW] lemon production,867.3884993,2.456660333,2473.879819,0.288126158,0.03450821013,13.76201076,669.4307549
3033,3033,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3300451900,RAW CLOUD LEMON DY07075,RAW CLOUD LEMON DY07075,CA,GIVAUDAN CANADA CO (ERS),5000037218,TORONTO,N/A,N/A,CA,VF1,Diageo Valleyfield Plant,L,LPA,F22,16448,16.45,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,4.664874606,lemon//[RoW] lemon production,900.791718,2.551266571,2569.149181,0.2992219254,0.03583712479,14.29198718,695.2106009
3034,3034,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301010847,RAW FLAVO GIV Lemon IY-057-905-6,RAW FLAVO GIV Lemon IY-057-905-6,US,GIVAUDAN FLAVORS CORP (ERS),5000001639,CINCINNATI,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,56698,56.7,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,29.03615192,lemon//[RoW] lemon production,5606.90852,15.88016185,15991.47077,1.862483779,0.2230654171,88.95937107,4327.284724
3035,3035,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301010847,RAW FLAVO GIV Lemon IY-057-905-6,RAW FLAVO GIV Lemon IY-057-905-6,US,GIVAUDAN FLAVORS CORP (ERS),5000001639,CINCINNATI,N/A,N/A,US,PD1,Diageo Plainfield Plant,L,LPA,F22,41430,41.43,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,21.21636286,lemon//[RoW] lemon production,4096.899824,11.60344101,11684.77309,1.360894232,0.1629911858,65.00152987,3161.894288
3036,3036,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3300210600,RAW FLAVO GIV LIME HN-734-691-8 (CITRA-F,RAW FLAVO GIV LIME HN-734-691-8 (CITRA-F,US,GIVAUDAN FLAVORS CORP (ERS),5000001639,CINCINNATI,N/A,N/A,US,PD1,Diageo Plainfield Plant,L,LPA,F22,4277,4.28,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,2.191794184,lemon//[RoW] lemon production,423.2375391,1.198714157,1207.116313,0.1405896045,0.01683809498,6.715098911,326.6451256
3037,3037,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3300451900,RAW CLOUD LEMON DY07075,RAW CLOUD LEMON DY07075,US,GIVAUDAN FLAVORS CORP (ERS),5000001639,CINCINNATI,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,3002,3,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,1.536304334,lemon//[RoW] lemon production,296.6618264,0.8402202033,846.1095645,0.09854411526,0.01180240302,4.706845029,228.9568637
3038,3038,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3300451900,RAW CLOUD LEMON DY07075,RAW CLOUD LEMON DY07075,US,GIVAUDAN FLAVORS CORP (ERS),5000001639,CINCINNATI,N/A,N/A,US,PD1,Diageo Plainfield Plant,L,LPA,F22,1249,1.25,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,0.640126806,lemon//[RoW] lemon production,123.6090944,0.3500917515,352.545652,0.04106004804,0.004917667926,1.961185429,95.39869322
3039,3039,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301008280,RAW Lemon-Lime Fl.Ql30628 Givaudan,RAW Lemon-Lime Fl.Ql30628 Givaudan,CH,GIVAUDAN INTERNATIONAL AG,1000090711,DUBENDORF,N/A,N/A,IT,SV2,Santa Vittoria,L,LPA,F22,3392,3.39,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,0.720999616,lemon//[RoW] lemon production,139.2257108,0.3943219,397.0858232,0.0462475225,0.005538959864,2.208959113,107.4512433
3040,3040,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),152101,FLA: LEMON EMULSION QL54565,FLA: LEMON EMULSION QL54565,SG,GIVAUDAN SINGAPORE PTE LTD,1000123477,SINGAPORE,N/A,N/A,AU,HG1,Diageo Supply Huntingwood,L,LPA,F22,7595,7.6,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,5.62882179,lemon//[RoW] lemon production,1086.930835,3.078458925,3100.036788,0.3610529834,0.04324248902,17.24527574,838.8685462
3041,3041,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),152104,FLA: LEMON NATURAL QL30628,FLA: LEMON NATURAL QL30628,SG,GIVAUDAN SINGAPORE PTE LTD,1000123477,SINGAPORE,N/A,N/A,AU,HG1,Diageo Supply Huntingwood,L,LPA,F22,1478,1.48,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,1.09613898,lemon//[RoW] lemon production,211.6654784,0.5994893696,603.6913745,0.07031031782,0.008420905755,3.358290539,163.3586116
3042,3042,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301003436,RAW FLAVO IFF LEMONADE SC202515,RAW FLAVO IFF LEMONADE SC202515,US,INTERNATIONAL FLAVORS AND (ERS),5000002172,HAZLET,N/A,N/A,US,PD1,Diageo Plainfield Plant,L,LPA,F22,55047,55.05,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,28.19118454,lemon//[RoW] lemon production,5443.744516,15.41804074,15526.11052,1.808284516,0.2165740955,86.37060632,4201.35845
3043,3043,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301012171,RAW FLAVO IFF Lemon SC962004,RAW FLAVO IFF Lemon SC962004,US,INTERNATIONAL FLAVORS AND (ERS),5000002172,HAZLET,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,8064,8.06,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,4.127537646,lemon//[RoW] lemon production,797.0314406,2.257391614,2273.214364,0.2647551898,0.03170912279,12.64572365,615.130774
3044,3044,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301012631,RAW FLAVO IFF Lemonade SC986968,RAW FLAVO IFF Lemonade SC986968,US,INTERNATIONAL FLAVORS AND (ERS),5000002172,HAZLET,N/A,N/A,US,LV1,"DrinkPAK, LLC.",L,LPA,F22,15141,15.14,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,7.753215877,lemon//[RoW] lemon production,1497.153351,4.240311295,4270.032938,0.497319302,0.05956279394,23.75387793,1155.468973
3045,3045,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301012171,RAW FLAVO IFF Lemon SC962004,RAW FLAVO IFF Lemon SC962004,US,INTERNATIONAL FLAVORS AND (ERS),5000002172,HAZLET,N/A,N/A,US,LH1,Diageo Lincolnway Plant,L,LPA,F22,8138,8.14,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,4.168505761,lemon//[RoW] lemon production,804.9424225,2.279797486,2295.777286,0.2673830328,0.03202385354,12.77123952,621.2362903
3046,3046,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301003436,RAW FLAVO IFF LEMONADE SC202515,RAW FLAVO IFF LEMONADE SC202515,US,INTERNATIONAL FLAVORS AND (ERS),5000002172,HAZLET,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,21475,21.47,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,10.99481802,lemon//[RoW] lemon production,2123.109805,6.013175923,6055.324118,0.7052473851,0.0844658643,33.68532093,1638.567955
3047,3047,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301003436,RAW FLAVO IFF LEMONADE SC202515,RAW FLAVO IFF LEMONADE SC202515,US,INTERNATIONAL FLAVORS AND (ERS),1000135553,HAZLET,N/A,N/A,CA,VF1,Diageo Valleyfield Plant,L,LPA,F22,11660,11.66,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,5.971102847,lemon//[RoW] lemon production,1153.025632,3.265655858,3288.545842,0.3830081281,0.04587200642,18.29393769,889.8790104
3048,3048,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301012724,RAW FLAVO RAW FLAVO IFF LEMONADE SC84402,RAW FLAVO RAW FLAVO IFF LEMONADE SC84402,US,INTERNATIONAL FLAVORS AND (ERS),5000002172,HAZLET,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,1085,1.08,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,0.55306956,lemon//[RoW] lemon production,106.7982575,0.3024792731,304.5994431,0.03547588148,0.004248865085,1.69446421,82.42447088
3049,3049,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,JUICES (125F),3301012782,"RAW JUICE NWN LEMON JUICE 302701, CONCEN","RAW JUICE NWN LEMON JUICE 302701, CONCEN",US,NORTHWEST NATURALS LLC (ERS),1000153220,BOTHELL,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,16182,16.18,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,8.285801374,lemon//[RoW] lemon production,1599.996117,4.531587629,4563.350918,0.5314812616,0.06365429361,25.38558419,1234.840685
3050,3050,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301000074,RAW FLAVO SYM LIME 143500,RAW FLAVO SYM LIME 143500,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,3125,3.13,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,1.602877522,lemon//[RoW] lemon production,309.5171722,0.8766297456,882.7743124,0.1028143603,0.01231384049,4.910808314,238.8783278
3051,3051,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301012525,RAW FLAVO SYM Nat Lemon Flavor 167585,RAW FLAVO SYM Nat Lemon Flavor 167585,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,PD1,Diageo Plainfield Plant,L,LPA,F22,4156,4.16,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,2.130342011,lemon//[RoW] lemon production,411.3710661,1.165105349,1173.27193,0.1366478399,0.01636599886,6.526825111,317.4868511
3052,3052,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3300451800,RAW FLAVO SYM LEMON LIME 611305(9/70X871,RAW FLAVO SYM LEMON LIME 611305(9/70X871,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,PD1,Diageo Plainfield Plant,L,LPA,F22,10618,10.62,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,5.438517345,lemon//[RoW] lemon production,1050.182866,2.974379521,2995.22786,0.3488461682,0.04178050671,16.66223141,810.5072977
3053,3053,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3300451800,RAW FLAVO SYM LEMON LIME 611305(9/70X871,RAW FLAVO SYM LEMON LIME 611305(9/70X871,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,RY1,Diageo Relay Plant,L,LPA,F22,9369,9.37,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,4.798390539,lemon//[RoW] lemon production,926.5737716,2.62428777,2642.682208,0.3077861202,0.03686283878,14.70104598,715.1086045
3054,3054,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3300451800,RAW FLAVO SYM LEMON LIME 611305(9/70X871,RAW FLAVO SYM LEMON LIME 611305(9/70X871,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,8310,8.31,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,4.255563007,lemon//[RoW] lemon production,821.7532594,2.327409964,2343.723495,0.2729671994,0.03269265638,13.03796074,634.2105126
3055,3055,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301000213,RAW FLAVO SYM LIME 349049,RAW FLAVO SYM LIME 349049,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,2499,2.5,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,1.280253612,lemon//[RoW] lemon production,247.2181887,0.7001835029,705.091304,0.08212009607,0.009835335852,3.922370859,190.7973864
3056,3056,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301000213,RAW FLAVO SYM LIME 349049,RAW FLAVO SYM LIME 349049,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,PD1,Diageo Plainfield Plant,L,LPA,F22,3956,3.96,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,2.027921722,lemon//[RoW] lemon production,391.593611,1.109090669,1116.864626,0.1300782322,0.01557917199,6.213035442,302.2230602
3057,3057,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3300450600,RAW FLAVO SYM LEMON 393025,RAW FLAVO SYM LEMON 393025,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,PD1,Diageo Plainfield Plant,L,LPA,F22,5344,5.34,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,2.734621716,lemon//[RoW] lemon production,528.0580513,1.495591963,1506.075026,0.1754085253,0.02100827739,8.378184156,407.5432175
3058,3058,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301012525,RAW FLAVO SYM Nat Lemon Flavor 167585,RAW FLAVO SYM Nat Lemon Flavor 167585,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,LH1,Diageo Lincolnway Plant,L,LPA,F22,4171,4.17,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,2.135463025,lemon//[RoW] lemon production,412.3599388,1.167906083,1176.092295,0.1369763203,0.0164053402,6.542514593,318.2500406
3059,3059,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301000221,RAW FLAVO SYM LEMON EXTRACT 827863,RAW FLAVO SYM LEMON EXTRACT 827863,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,4503,4.5,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,2.304456502,lemon//[RoW] lemon production,444.9927398,1.260330306,1269.164347,0.147816173,0.01770360454,7.060267547,343.4352956
3060,3060,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3300451800,RAW FLAVO SYM LEMON LIME 611305(9/70X871,RAW FLAVO SYM LEMON LIME 611305(9/70X871,US,SYMRISE INC (ERS),5000003252,TETERBORO,N/A,N/A,CA,VF1,Diageo Valleyfield Plant,L,LPA,F22,3911,3.91,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,2.002316649,lemon//[RoW] lemon production,386.6492471,1.095086999,1102.762799,0.1284358302,0.01538246527,6.134588022,298.4071124
3061,3061,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301008804,RAW FLAVO TAK LIME 135406,RAW FLAVO TAK LIME 135406,US,TAKASAGO INTERNATIONAL CORP (ERS),5000001348,ROCKLEIGH,N/A,N/A,US,CY1,Diageo-City Brew (FMB) Plant,L,LPA,F22,4972,4.97,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,2.545144181,lemon//[RoW] lemon production,491.4697592,1.391964804,1401.721512,0.163254751,0.01955264768,7.797673268,379.3052043
3062,3062,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301008804,RAW FLAVO TAK LIME 135406,RAW FLAVO TAK LIME 135406,US,TAKASAGO INTERNATIONAL CORP (ERS),5000001348,ROCKLEIGH,N/A,N/A,US,PD1,Diageo Plainfield Plant,L,LPA,F22,3176,3.18,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,1.628482594,lemon//[RoW] lemon production,314.461536,0.8906334155,896.8761384,0.1044567622,0.0125105472,4.989255731,242.6942755
3063,3063,Raw Materials,Raw Materials & Liquid,Flavours & Botanicals,Flavours,,Raw materials,FLAVOURS (125),3301011542,RAW FLAVO Sicilian Lemon Wash,RAW FLAVO Sicilian Lemon Wash,GB,FIRMENICH UK LTD,1000020254,MIDDLESEX,N/A,N/A,GB,LNB1,Leven - BV,Kg,Kg,F22,6673,6.67,N/A,"Lemons and limes TO Lemon Juice, Concentrated",6.876790831,Lemon/Lime,lemon//[RoW] lemon production,N/A,No,"Lemons, Limes and products",South Africa,4.718039971,lemon//[RoW] lemon production,911.0580005,2.580343241,2598.429658,0.3026321442,0.03624555888,14.45487231,703.1338847
